reporter_iso,reporter_name,partner_iso,partner_name,section_code,section_name,imp_rank_seccode_5yr,imp_rank_seccode_5yr,imp_sum_seccode_5yr,exp_sum_seccode_5yr
ecu,Ecuador,rus,Russian Federation,11,Textile and textile articles,101,106,51600,5634
egy,Egypt,rus,Russian Federation,02,Vegetable products,1,8,7948215275,1552575861
egy,Egypt,rus,Russian Federation,15,Base metals and articles of base metal,15,69,3682425892,5478979
egy,Egypt,rus,Russian Federation,09,"Wood and articles of wood, wood charcoal, cork and articles of cork, manufacturers of straw, of esparto or of other plaiting materials, basketwork and wickerwork",5,75,2053815631,20142
egy,Egypt,rus,Russian Federation,03,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetble waxes,4,46,872464351,632771
egy,Egypt,rus,Russian Federation,05,Mineral products,46,48,1881550185,13395771
egy,Egypt,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",31,65,158599663,23112141
egy,Egypt,rus,Russian Federation,17,"Vehicles, aircraft, vessels and associated transport equipment",32,79,109023418,413908
egy,Egypt,rus,Russian Federation,10,"Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof",13,64,262743853,193775
egy,Egypt,rus,Russian Federation,06,Product of the chemicals or allied industries,53,52,326532035,52901535
egy,Egypt,rus,Russian Federation,07,"Plastics and articles thereof, rubber and articles thereof",39,50,97978222,30198426
egy,Egypt,rus,Russian Federation,16,"Machinery and mechanical appliances, electrical equipment, parts thereof, sound recorders and reproducers, television image and souch recorders and reproducers, and parts and accessories of such articles",28,56,259428815,93637819
egy,Egypt,rus,Russian Federation,01,Live animals and animal products,44,53,16392175,14037943
egy,Egypt,rus,Russian Federation,19,"Arms and ammunition, parts and accessories thereof",4,36,25424030,0
egy,Egypt,rus,Russian Federation,11,Textile and textile articles,63,54,2250552,34175381
egy,Egypt,rus,Russian Federation,18,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus, clocks and watches, musical instruments, parts and accessories thereof",66,76,4056854,366191
egy,Egypt,rus,Russian Federation,20,Miscellaneous manufactured articles,48,54,5845849,3856282
egy,Egypt,rus,Russian Federation,13,"Articles of stone, plaster, cement, asbestos, mica, or similar materials, ceramic products, glass and glassware",66,44,2217253,8147693
egy,Egypt,rus,Russian Federation,08,"Raw hides and skins, leather, furskins and articles thereof, saddlery and harness, travel goods, handbags and similar containers, articles of animal gut (other than silk-worm gut)",101,73,1031,44542
egy,Egypt,rus,Russian Federation,12,"Footwear, headgear, umbrellas, sun umbrellas, walking-sticks, seat-sticks, whips, riding-crops and parts thereof, prepared feathers and articles made therewith, artificial flowers, articles of human hair.",75,77,17160,17535
egy,Egypt,rus,Russian Federation,99,NA,56,40,1061056,3889244
slv,El Salvador,rus,Russian Federation,06,Product of the chemicals or allied industries,83,105,90642193,1000
slv,El Salvador,rus,Russian Federation,07,"Plastics and articles thereof, rubber and articles thereof",85,104,2495598,350
slv,El Salvador,rus,Russian Federation,15,Base metals and articles of base metal,88,103,42000283,3235
slv,El Salvador,rus,Russian Federation,10,"Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof",80,91,9340321,1895
slv,El Salvador,rus,Russian Federation,18,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus, clocks and watches, musical instruments, parts and accessories thereof",107,111,133238,0
slv,El Salvador,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",101,113,795199,19977
slv,El Salvador,rus,Russian Federation,16,"Machinery and mechanical appliances, electrical equipment, parts thereof, sound recorders and reproducers, television image and souch recorders and reproducers, and parts and accessories of such articles",126,118,417960,1850
slv,El Salvador,rus,Russian Federation,05,Mineral products,117,113,3093797,0
slv,El Salvador,rus,Russian Federation,99,NA,103,98,7614,0
slv,El Salvador,rus,Russian Federation,17,"Vehicles, aircraft, vessels and associated transport equipment",132,96,75393,30565
slv,El Salvador,rus,Russian Federation,21,"Works of art, collectors' pieces and antiques",86,63,457,5395
slv,El Salvador,rus,Russian Federation,13,"Articles of stone, plaster, cement, asbestos, mica, or similar materials, ceramic products, glass and glassware",111,90,27298,1340
slv,El Salvador,rus,Russian Federation,20,Miscellaneous manufactured articles,132,91,1951,9285
slv,El Salvador,rus,Russian Federation,02,Vegetable products,132,102,35156,1186850
slv,El Salvador,rus,Russian Federation,11,Textile and textile articles,119,84,18203,184103
slv,El Salvador,rus,Russian Federation,01,Live animals and animal products,131,94,0,14190
est,Estonia,rus,Russian Federation,05,Mineral products,35,39,4210569177,37569941
est,Estonia,rus,Russian Federation,09,"Wood and articles of wood, wood charcoal, cork and articles of cork, manufacturers of straw, of esparto or of other plaiting materials, basketwork and wickerwork",8,22,896263107,19943032
est,Estonia,rus,Russian Federation,06,Product of the chemicals or allied industries,27,30,869902032,693740776
est,Estonia,rus,Russian Federation,15,Base metals and articles of base metal,40,25,869909019,386380184
est,Estonia,rus,Russian Federation,16,"Machinery and mechanical appliances, electrical equipment, parts thereof, sound recorders and reproducers, television image and souch recorders and reproducers, and parts and accessories of such articles",30,26,221628452,2283204723
est,Estonia,rus,Russian Federation,13,"Articles of stone, plaster, cement, asbestos, mica, or similar materials, ceramic products, glass and glassware",16,27,120463003,39064153
est,Estonia,rus,Russian Federation,10,"Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof",27,28,105291777,47179091
est,Estonia,rus,Russian Federation,07,"Plastics and articles thereof, rubber and articles thereof",36,32,110872024,276898098
est,Estonia,rus,Russian Federation,01,Live animals and animal products,34,62,46545149,6314042
est,Estonia,rus,Russian Federation,17,"Vehicles, aircraft, vessels and associated transport equipment",28,31,120916899,229784434
est,Estonia,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",42,21,89003617,579296021
est,Estonia,rus,Russian Federation,02,Vegetable products,81,59,42245587,46550435
est,Estonia,rus,Russian Federation,18,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus, clocks and watches, musical instruments, parts and accessories thereof",41,20,12470663,310127237
est,Estonia,rus,Russian Federation,03,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetble waxes,39,14,13808436,33304464
est,Estonia,rus,Russian Federation,19,"Arms and ammunition, parts and accessories thereof",13,13,6535022,2262011
est,Estonia,rus,Russian Federation,11,Textile and textile articles,15,22,46493496,276319280
est,Estonia,rus,Russian Federation,20,Miscellaneous manufactured articles,17,19,43408440,203252181
est,Estonia,rus,Russian Federation,14,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metal clad with precious metal, and articles thereof, imitation jewellery, coins",33,30,10877055,2454863
est,Estonia,rus,Russian Federation,12,"Footwear, headgear, umbrellas, sun umbrellas, walking-sticks, seat-sticks, whips, riding-crops and parts thereof, prepared feathers and articles made therewith, artificial flowers, articles of human hair.",14,15,3107756,101556247
est,Estonia,rus,Russian Federation,08,"Raw hides and skins, leather, furskins and articles thereof, saddlery and harness, travel goods, handbags and similar containers, articles of animal gut (other than silk-worm gut)",27,22,2732155,26370038
est,Estonia,rus,Russian Federation,21,"Works of art, collectors' pieces and antiques",19,11,869654,10657655
est,Estonia,rus,Russian Federation,99,NA,82,60,88923,163049
eth,Ethiopia,rus,Russian Federation,06,Product of the chemicals or allied industries,78,106,116092763,374
eth,Ethiopia,rus,Russian Federation,02,Vegetable products,39,54,259812288,66271258
eth,Ethiopia,rus,Russian Federation,15,Base metals and articles of base metal,80,105,84869938,1407
eth,Ethiopia,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",71,127,6731304,0
eth,Ethiopia,rus,Russian Federation,09,"Wood and articles of wood, wood charcoal, cork and articles of cork, manufacturers of straw, of esparto or of other plaiting materials, basketwork and wickerwork",71,91,10091119,1668
eth,Ethiopia,rus,Russian Federation,10,"Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof",78,89,9451118,2557
eth,Ethiopia,rus,Russian Federation,16,"Machinery and mechanical appliances, electrical equipment, parts thereof, sound recorders and reproducers, television image and souch recorders and reproducers, and parts and accessories of such articles",78,113,10428113,5334
eth,Ethiopia,rus,Russian Federation,17,"Vehicles, aircraft, vessels and associated transport equipment",78,113,5538117,0
eth,Ethiopia,rus,Russian Federation,05,Mineral products,107,113,7900307,0
eth,Ethiopia,rus,Russian Federation,07,"Plastics and articles thereof, rubber and articles thereof",102,100,842250,2349
eth,Ethiopia,rus,Russian Federation,18,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus, clocks and watches, musical instruments, parts and accessories thereof",99,106,287675,251
eth,Ethiopia,rus,Russian Federation,08,"Raw hides and skins, leather, furskins and articles thereof, saddlery and harness, travel goods, handbags and similar containers, articles of animal gut (other than silk-worm gut)",82,66,7809,147801
eth,Ethiopia,rus,Russian Federation,20,Miscellaneous manufactured articles,100,93,59831,3959
eth,Ethiopia,rus,Russian Federation,13,"Articles of stone, plaster, cement, asbestos, mica, or similar materials, ceramic products, glass and glassware",122,91,9805,1230
eth,Ethiopia,rus,Russian Federation,12,"Footwear, headgear, umbrellas, sun umbrellas, walking-sticks, seat-sticks, whips, riding-crops and parts thereof, prepared feathers and articles made therewith, artificial flowers, articles of human hair.",95,74,2399,44805
eth,Ethiopia,rus,Russian Federation,14,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metal clad with precious metal, and articles thereof, imitation jewellery, coins",98,61,0,11806
eth,Ethiopia,rus,Russian Federation,01,Live animals and animal products,110,77,29671,363189
fji,Fiji,rus,Russian Federation,10,"Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof",134,116,20539,0
fji,Fiji,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",139,116,23640,13495
fji,Fiji,rus,Russian Federation,17,"Vehicles, aircraft, vessels and associated transport equipment",118,113,279477,0
fji,Fiji,rus,Russian Federation,16,"Machinery and mechanical appliances, electrical equipment, parts thereof, sound recorders and reproducers, television image and souch recorders and reproducers, and parts and accessories of such articles",148,125,3027,0
fji,Fiji,rus,Russian Federation,01,Live animals and animal products,131,95,0,11361
fji,Fiji,rus,Russian Federation,99,NA,72,66,245415,105464
fin,Finland,rus,Russian Federation,05,Mineral products,11,5,26617062750,1119075542
fin,Finland,rus,Russian Federation,99,NA,4,10,3499917241,481245152
fin,Finland,rus,Russian Federation,15,Base metals and articles of base metal,9,9,6249616333,1721729196
fin,Finland,rus,Russian Federation,09,"Wood and articles of wood, wood charcoal, cork and articles of cork, manufacturers of straw, of esparto or of other plaiting materials, basketwork and wickerwork",2,12,2508972922,48940072
